InvoiceNo,ShipmentProvider,WarehouseLocation,OrderPriority,ReturnStatus,PaymentMethod
804107,DHL,Amsterdam,Low,Not Returned,Credit Card
476836,FedEx,Paris,Low,Not Returned,Credit Card
711523,DHL,Paris,Low,Not Returned,Credit Card
821772,FedEx,Paris,Medium,Not Returned,paypall
289407,DHL,Berlin,Medium,Not Returned,paypall
549395,FedEx,London,Medium,Not Returned,paypall
562894,UPS,Paris,High,Not Returned,Credit Card
311810,Royal Mail,Paris,High,Returned,Credit Card
827975,FedEx,London,Medium,Not Returned,Credit Card
173523,Royal Mail,London,High,Not Returned,Bank Transfer
860463,FedEx,Rome,Medium,Not Returned,paypall
194476,UPS,Amsterdam,Medium,Not Returned,Credit Card
333841,UPS,London,Low,Not Returned,Credit Card
903451,UPS,Amsterdam,Medium,Not Returned,paypall
970045,FedEx,Paris,Low,Not Returned,Bank Transfer
322866,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
186672,DHL,Amsterdam,High,Not Returned,Credit Card
698135,FedEx,Amsterdam,High,Returned,Bank Transfer
444894,UPS,Berlin,High,Returned,Bank Transfer
834994,FedEx,Amsterdam,High,Not Returned,Credit Card
128251,Royal Mail,Paris,Medium,Not Returned,Credit Card
727769,FedEx,Amsterdam,Low,Not Returned,Bank Transfer
474710,DHL,Paris,High,Not Returned,Credit Card
650233,UPS,Rome,Low,Not Returned,Bank Transfer
977284,FedEx,Berlin,Low,Returned,Bank Transfer
132217,UPS,Paris,Low,Not Returned,Credit Card
108308,FedEx,Amsterdam,Low,Not Returned,paypall
368093,UPS,Rome,High,Not Returned,paypall
283062,DHL,Rome,High,Not Returned,paypall
494366,DHL,Paris,Low,Not Returned,Bank Transfer
844840,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
200235,DHL,Paris,Medium,Not Returned,Bank Transfer
174740,Royal Mail,London,Low,Not Returned,Bank Transfer
478496,FedEx,Paris,Medium,Not Returned,Credit Card
953049,FedEx,Berlin,High,Not Returned,Credit Card
850201,DHL,Amsterdam,High,Not Returned,paypall
903328,DHL,Berlin,High,Not Returned,Bank Transfer
277247,FedEx,Amsterdam,High,Not Returned,Credit Card
763165,DHL,Paris,Medium,Not Returned,Credit Card
629525,DHL,Rome,Medium,Not Returned,Bank Transfer
120056,UPS,Rome,Low,Returned,Credit Card
276615,FedEx,Rome,High,Not Returned,Credit Card
287628,UPS,Paris,High,Not Returned,Bank Transfer
738836,UPS,London,High,Not Returned,Bank Transfer
473632,UPS,London,High,Not Returned,Bank Transfer
234415,Royal Mail,Paris,Medium,Not Returned,Credit Card
506716,FedEx,Rome,Medium,Not Returned,Bank Transfer
546438,UPS,London,Medium,Not Returned,Bank Transfer
653663,UPS,London,Low,Not Returned,paypall
765022,FedEx,Rome,High,Not Returned,Credit Card
641252,FedEx,Amsterdam,Medium,Not Returned,paypall
737717,Royal Mail,Paris,High,Not Returned,paypall
352764,DHL,Rome,High,Not Returned,paypall
814998,UPS,Amsterdam,Low,Not Returned,paypall
566882,Royal Mail,Rome,High,Returned,Bank Transfer
840427,DHL,London,Medium,Not Returned,paypall
612153,Royal Mail,Amsterdam,High,Not Returned,Bank Transfer
167215,Royal Mail,Paris,Medium,Not Returned,Credit Card
955474,UPS,Paris,Low,Not Returned,Credit Card
244356,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
303861,DHL,Paris,High,Not Returned,Bank Transfer
455612,DHL,Amsterdam,Medium,Not Returned,Credit Card
554605,DHL,Paris,High,Returned,Credit Card
109435,DHL,London,Medium,Not Returned,paypall
547556,DHL,Berlin,Medium,Not Returned,Bank Transfer
799438,UPS,London,Medium,Not Returned,Bank Transfer
965264,DHL,Rome,High,Not Returned,Credit Card
675581,Royal Mail,Paris,Medium,Not Returned,Credit Card
178781,FedEx,London,Low,Not Returned,Credit Card
291475,UPS,Amsterdam,Low,Not Returned,paypall
260196,UPS,Rome,Low,Not Returned,Credit Card
326507,DHL,London,Medium,Not Returned,Credit Card
406063,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
864121,DHL,Rome,Medium,Not Returned,Bank Transfer
876665,FedEx,Paris,Low,Not Returned,Bank Transfer
790607,DHL,London,Medium,Not Returned,Credit Card
221172,UPS,Amsterdam,Low,Not Returned,Credit Card
456902,Royal Mail,Rome,Medium,Returned,paypall
584963,FedEx,Amsterdam,Medium,Not Returned,paypall
555968,Royal Mail,Rome,High,Not Returned,Bank Transfer
418717,DHL,Berlin,Medium,Returned,Bank Transfer
159101,DHL,Rome,High,Not Returned,paypall
595972,FedEx,London,Medium,Not Returned,paypall
388790,UPS,Rome,Low,Not Returned,paypall
990617,UPS,London,High,Not Returned,Credit Card
647337,DHL,Rome,Medium,Returned,Credit Card
834965,FedEx,Paris,Low,Not Returned,Credit Card
460260,DHL,Berlin,High,Not Returned,paypall
983811,DHL,Rome,Low,Not Returned,Bank Transfer
692673,UPS,Paris,High,Not Returned,Credit Card
750419,UPS,Berlin,Medium,Not Returned,paypall
533374,FedEx,Berlin,High,Not Returned,Bank Transfer
820777,Royal Mail,Berlin,High,Not Returned,Credit Card
647577,UPS,London,Low,Not Returned,paypall
472370,FedEx,London,Medium,Not Returned,Bank Transfer
987225,Royal Mail,Berlin,Low,Not Returned,Bank Transfer
371967,DHL,Paris,Medium,Not Returned,paypall
291232,FedEx,Rome,Low,Not Returned,Credit Card
404119,Royal Mail,Amsterdam,Medium,Not Returned,Credit Card
109540,UPS,Amsterdam,High,Not Returned,Credit Card
640652,UPS,Rome,Medium,Not Returned,paypall
497827,UPS,Amsterdam,High,Not Returned,Bank Transfer
651951,DHL,Amsterdam,High,Not Returned,paypall
151991,FedEx,Berlin,Medium,Not Returned,paypall
288751,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
466326,UPS,Paris,High,Not Returned,Bank Transfer
786337,Royal Mail,Amsterdam,Medium,Returned,Bank Transfer
718992,UPS,Berlin,Medium,Not Returned,Bank Transfer
149115,FedEx,Amsterdam,Low,Not Returned,paypall
453151,DHL,Berlin,High,Not Returned,paypall
843583,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
291962,UPS,Amsterdam,High,Not Returned,Credit Card
821747,DHL,Amsterdam,Low,Not Returned,Bank Transfer
249143,UPS,Paris,Low,Not Returned,Credit Card
814635,FedEx,Rome,High,Not Returned,paypall
636226,Royal Mail,Amsterdam,Medium,Not Returned,Bank Transfer
453824,Royal Mail,Paris,High,Not Returned,Credit Card
104000,FedEx,Amsterdam,Low,Not Returned,Credit Card
825948,UPS,London,Low,Not Returned,Credit Card
987474,FedEx,Rome,Low,Not Returned,Bank Transfer
455754,DHL,Amsterdam,Medium,Not Returned,Credit Card
351492,DHL,London,Low,Not Returned,paypall
990123,Royal Mail,Paris,Medium,Not Returned,Bank Transfer
599522,FedEx,London,Medium,Not Returned,Credit Card
591072,Royal Mail,Rome,High,Not Returned,Credit Card
138304,DHL,Paris,High,Not Returned,Credit Card
604999,FedEx,Amsterdam,Low,Returned,Bank Transfer
431593,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
707274,FedEx,Berlin,Medium,Not Returned,Credit Card
251836,Royal Mail,Berlin,High,Not Returned,Credit Card
208940,FedEx,Paris,Medium,Returned,Bank Transfer
924926,DHL,Paris,Low,Not Returned,paypall
365517,Royal Mail,Paris,High,Not Returned,Bank Transfer
767521,UPS,Paris,Low,Not Returned,paypall
721820,Royal Mail,Rome,Low,Not Returned,Bank Transfer
979090,Royal Mail,Berlin,Medium,Not Returned,Credit Card
485777,UPS,Amsterdam,High,Not Returned,Bank Transfer
724674,UPS,Paris,High,Returned,Credit Card
651638,UPS,Amsterdam,High,Not Returned,Bank Transfer
717296,DHL,London,Low,Not Returned,paypall
980729,DHL,Amsterdam,Low,Not Returned,Credit Card
649639,FedEx,Berlin,High,Returned,paypall
712956,Royal Mail,London,High,Not Returned,paypall
738873,FedEx,Amsterdam,Medium,Not Returned,Credit Card
437497,FedEx,Berlin,High,Not Returned,Credit Card
307869,UPS,Paris,High,Not Returned,Credit Card
165953,Royal Mail,Berlin,Low,Not Returned,paypall
943890,UPS,Rome,High,Not Returned,paypall
600328,UPS,London,High,Not Returned,paypall
906790,DHL,Rome,Low,Not Returned,Credit Card
103267,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
182745,Royal Mail,Berlin,High,Returned,Credit Card
976020,Royal Mail,Amsterdam,High,Not Returned,Bank Transfer
924945,FedEx,London,Medium,Not Returned,Bank Transfer
257164,FedEx,Rome,Low,Not Returned,paypall
635626,FedEx,Paris,Medium,Not Returned,paypall
231484,UPS,Amsterdam,Low,Not Returned,paypall
631831,DHL,London,Low,Not Returned,paypall
992323,FedEx,Amsterdam,High,Not Returned,paypall
160692,FedEx,Berlin,Medium,Not Returned,Bank Transfer
320156,FedEx,Paris,High,Not Returned,Credit Card
323992,UPS,Amsterdam,Medium,Not Returned,Bank Transfer
616771,UPS,Amsterdam,Medium,Not Returned,paypall
930857,DHL,Berlin,Medium,Returned,paypall
663044,FedEx,Amsterdam,High,Not Returned,Bank Transfer
643176,UPS,Rome,Low,Not Returned,paypall
791095,DHL,London,Medium,Not Returned,Credit Card
933727,UPS,Rome,Low,Not Returned,Bank Transfer
214352,DHL,Berlin,High,Not Returned,paypall
969474,Royal Mail,Amsterdam,Medium,Not Returned,Bank Transfer
185999,FedEx,Berlin,Medium,Returned,Bank Transfer
117955,UPS,Rome,Medium,Not Returned,paypall
924273,FedEx,Paris,Low,Not Returned,Bank Transfer
170640,Royal Mail,Amsterdam,Medium,Not Returned,paypall
296582,Royal Mail,Amsterdam,Low,Not Returned,paypall
844086,Royal Mail,Rome,High,Not Returned,paypall
500573,Royal Mail,Berlin,High,Not Returned,paypall
525695,UPS,Rome,Low,Returned,Credit Card
161476,DHL,Rome,High,Not Returned,Bank Transfer
406955,FedEx,Paris,Low,Not Returned,Credit Card
267280,DHL,Berlin,High,Not Returned,paypall
775510,DHL,Rome,High,Not Returned,Credit Card
695468,FedEx,London,High,Not Returned,Bank Transfer
798646,Royal Mail,London,Medium,Not Returned,Bank Transfer
737144,FedEx,London,High,Not Returned,Credit Card
954882,FedEx,Amsterdam,Medium,Not Returned,paypall
514568,Royal Mail,Rome,Low,Not Returned,Credit Card
286141,FedEx,Berlin,Low,Not Returned,Credit Card
998320,DHL,Paris,Medium,Not Returned,Bank Transfer
734736,DHL,Rome,High,Not Returned,Bank Transfer
638685,DHL,Paris,High,Not Returned,Bank Transfer
278031,DHL,London,High,Not Returned,Bank Transfer
219180,FedEx,Amsterdam,High,Not Returned,Credit Card
166234,UPS,Berlin,Low,Not Returned,Bank Transfer
664242,Royal Mail,Amsterdam,High,Not Returned,Bank Transfer
278352,UPS,Paris,High,Returned,paypall
179459,Royal Mail,Rome,Medium,Not Returned,Credit Card
509995,FedEx,Rome,Medium,Not Returned,Credit Card
295004,UPS,Paris,High,Not Returned,Credit Card
566152,FedEx,Paris,Medium,Not Returned,Bank Transfer
825256,FedEx,Amsterdam,Medium,Returned,Bank Transfer
159163,DHL,London,Low,Not Returned,Credit Card
575853,DHL,Berlin,Low,Not Returned,Credit Card
151934,DHL,Paris,High,Not Returned,Bank Transfer
820255,DHL,Paris,Low,Not Returned,Credit Card
525523,UPS,London,Low,Not Returned,paypall
940530,UPS,Amsterdam,High,Not Returned,Bank Transfer
554137,DHL,Paris,High,Not Returned,paypall
105486,Royal Mail,Rome,High,Not Returned,Bank Transfer
239407,FedEx,London,Low,Not Returned,paypall
973332,Royal Mail,Paris,Medium,Not Returned,paypall
750308,FedEx,Amsterdam,Low,Not Returned,Bank Transfer
727083,FedEx,London,Low,Not Returned,Bank Transfer
320184,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
766490,FedEx,Paris,Medium,Returned,paypall
449652,UPS,Berlin,High,Not Returned,Bank Transfer
861315,UPS,Rome,Medium,Not Returned,Credit Card
742612,UPS,Amsterdam,Medium,Not Returned,paypall
422710,DHL,Paris,Medium,Not Returned,Bank Transfer
297775,UPS,Berlin,High,Returned,Credit Card
389336,UPS,Berlin,Low,Not Returned,Bank Transfer
887494,UPS,Berlin,Low,Not Returned,Credit Card
708364,FedEx,Berlin,High,Not Returned,paypall
189780,UPS,London,High,Returned,Credit Card
252617,UPS,London,High,Returned,Bank Transfer
645977,Royal Mail,Rome,High,Returned,Credit Card
897606,FedEx,Paris,Low,Not Returned,Bank Transfer
450605,DHL,London,Low,Not Returned,Credit Card
989465,UPS,Paris,Medium,Not Returned,Bank Transfer
633636,UPS,Berlin,Low,Not Returned,Bank Transfer
138102,UPS,Amsterdam,High,Not Returned,Credit Card
174460,FedEx,Berlin,High,Not Returned,Credit Card
464778,DHL,London,High,Not Returned,Credit Card
189930,DHL,Rome,Medium,Not Returned,Bank Transfer
631089,DHL,London,Medium,Not Returned,Credit Card
727438,UPS,Berlin,High,Not Returned,paypall
827627,DHL,London,High,Not Returned,paypall
279208,DHL,Amsterdam,Low,Not Returned,Credit Card
254697,DHL,Amsterdam,Low,Not Returned,paypall
313945,FedEx,Berlin,Medium,Not Returned,paypall
331915,DHL,Berlin,Medium,Not Returned,Bank Transfer
827952,DHL,Rome,Low,Not Returned,Credit Card
308124,UPS,Amsterdam,Low,Not Returned,Bank Transfer
537477,DHL,Amsterdam,Low,Returned,Bank Transfer
625830,DHL,Paris,Low,Not Returned,paypall
383821,UPS,Berlin,Medium,Not Returned,paypall
277804,Royal Mail,London,Medium,Not Returned,paypall
805703,DHL,London,Low,Returned,Bank Transfer
139081,UPS,Amsterdam,High,Not Returned,Credit Card
818216,UPS,Berlin,Medium,Not Returned,Bank Transfer
455249,DHL,Amsterdam,Low,Not Returned,Credit Card
319930,UPS,London,Low,Not Returned,Bank Transfer
905497,Royal Mail,London,Medium,Not Returned,Credit Card
617313,Royal Mail,London,Medium,Not Returned,Credit Card
314532,Royal Mail,Paris,Medium,Not Returned,Credit Card
712380,FedEx,Rome,Medium,Not Returned,Bank Transfer
619332,UPS,Amsterdam,High,Not Returned,Credit Card
416837,UPS,Amsterdam,High,Not Returned,Bank Transfer
389106,DHL,Berlin,High,Not Returned,Credit Card
128295,DHL,London,Medium,Not Returned,paypall
113807,FedEx,Rome,High,Not Returned,Bank Transfer
535564,DHL,Berlin,High,Not Returned,Credit Card
257504,UPS,London,Low,Not Returned,Credit Card
338067,DHL,Amsterdam,High,Not Returned,Bank Transfer
585008,UPS,Berlin,Medium,Not Returned,paypall
792440,DHL,Amsterdam,High,Not Returned,paypall
494540,UPS,Amsterdam,Medium,Not Returned,Credit Card
977699,FedEx,Rome,High,Not Returned,paypall
617923,FedEx,Amsterdam,Low,Not Returned,Credit Card
266981,UPS,London,High,Not Returned,Credit Card
844699,Royal Mail,London,High,Not Returned,Bank Transfer
119870,UPS,Berlin,Medium,Not Returned,Bank Transfer
303196,FedEx,London,Low,Not Returned,paypall
348683,UPS,Berlin,Low,Not Returned,Credit Card
334677,FedEx,Paris,Medium,Not Returned,paypall
126790,UPS,Berlin,High,Not Returned,Credit Card
743162,Royal Mail,Rome,Low,Not Returned,Credit Card
911721,FedEx,Paris,High,Not Returned,Bank Transfer
548345,UPS,Rome,High,Not Returned,Bank Transfer
849074,DHL,Amsterdam,Low,Not Returned,Bank Transfer
587462,UPS,Rome,Medium,Not Returned,Bank Transfer
639773,DHL,Berlin,Medium,Not Returned,Bank Transfer
930914,DHL,Rome,Low,Not Returned,Bank Transfer
186188,FedEx,London,Low,Not Returned,Credit Card
629036,FedEx,Amsterdam,Low,Not Returned,Credit Card
842129,Royal Mail,Berlin,High,Not Returned,paypall
764795,DHL,Paris,Medium,Not Returned,Credit Card
890141,UPS,Berlin,Low,Not Returned,Bank Transfer
748249,DHL,Rome,High,Not Returned,Credit Card
130355,UPS,Amsterdam,Low,Not Returned,Credit Card
811131,UPS,Paris,Low,Returned,Credit Card
551015,UPS,Berlin,Low,Not Returned,Credit Card
506332,Royal Mail,Paris,Medium,Not Returned,Bank Transfer
256542,DHL,Berlin,Medium,Not Returned,Credit Card
273416,UPS,Amsterdam,Medium,Not Returned,paypall
405062,Royal Mail,Amsterdam,Low,Not Returned,paypall
938656,DHL,Rome,Low,Returned,paypall
663586,FedEx,Paris,Low,Not Returned,Credit Card
601708,Royal Mail,Rome,Medium,Not Returned,paypall
966651,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
161629,FedEx,Rome,High,Not Returned,Credit Card
428184,FedEx,London,Medium,Returned,Credit Card
592734,UPS,Rome,High,Not Returned,paypall
855195,Royal Mail,Berlin,Medium,Not Returned,Credit Card
390160,DHL,London,Medium,Not Returned,Bank Transfer
648248,DHL,Berlin,Low,Not Returned,paypall
920023,Royal Mail,Amsterdam,Medium,Not Returned,Credit Card
313920,FedEx,Paris,High,Not Returned,Bank Transfer
989765,DHL,London,Low,Not Returned,Bank Transfer
342804,DHL,London,Medium,Not Returned,Bank Transfer
476965,FedEx,Amsterdam,High,Not Returned,paypall
560857,UPS,London,Low,Returned,Credit Card
922827,DHL,Rome,Low,Not Returned,paypall
604492,FedEx,Rome,Low,Not Returned,Credit Card
753983,UPS,Rome,Medium,Not Returned,Credit Card
515916,Royal Mail,Amsterdam,Medium,Returned,Credit Card
921052,UPS,London,Low,Not Returned,Credit Card
858574,FedEx,Paris,Low,Not Returned,paypall
228148,FedEx,Paris,High,Not Returned,Credit Card
906991,FedEx,Berlin,Medium,Not Returned,paypall
586261,UPS,Paris,Low,Not Returned,Credit Card
455540,UPS,Amsterdam,Medium,Not Returned,Bank Transfer
292714,FedEx,Rome,Medium,Not Returned,paypall
831899,UPS,Amsterdam,Medium,Not Returned,Bank Transfer
383876,UPS,London,High,Not Returned,Credit Card
359747,FedEx,Berlin,Medium,Returned,paypall
715650,FedEx,Rome,Low,Returned,Credit Card
523570,UPS,Paris,High,Not Returned,Credit Card
375987,UPS,Amsterdam,High,Not Returned,Bank Transfer
738353,Royal Mail,Paris,Low,Not Returned,Bank Transfer
958158,FedEx,Paris,High,Returned,paypall
117640,UPS,Berlin,Low,Returned,paypall
152528,UPS,Rome,High,Not Returned,Bank Transfer
924845,Royal Mail,Paris,Low,Not Returned,Bank Transfer
359214,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
939070,UPS,Rome,High,Not Returned,Credit Card
601108,FedEx,Paris,High,Not Returned,Bank Transfer
734421,UPS,Paris,Medium,Not Returned,paypall
468501,Royal Mail,Rome,Low,Not Returned,paypall
824226,DHL,Amsterdam,High,Not Returned,Credit Card
250159,UPS,Amsterdam,Medium,Not Returned,paypall
272502,FedEx,Rome,Medium,Not Returned,Credit Card
255576,DHL,Amsterdam,High,Not Returned,Credit Card
965291,DHL,Berlin,High,Not Returned,paypall
986089,UPS,Paris,Medium,Not Returned,Bank Transfer
111023,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
645735,FedEx,London,Low,Not Returned,Credit Card
488043,UPS,Berlin,High,Not Returned,Bank Transfer
386103,UPS,London,Medium,Not Returned,paypall
166203,UPS,London,Medium,Not Returned,Credit Card
260775,FedEx,Berlin,Low,Not Returned,paypall
109337,DHL,London,Low,Not Returned,Credit Card
670715,Royal Mail,Rome,Low,Not Returned,Bank Transfer
614723,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
423673,UPS,Rome,Low,Not Returned,Credit Card
464167,DHL,Berlin,High,Not Returned,Credit Card
446809,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
730075,DHL,Rome,High,Not Returned,paypall
787281,DHL,Amsterdam,Low,Not Returned,Credit Card
395451,UPS,London,High,Not Returned,Bank Transfer
520571,DHL,Berlin,High,Returned,Bank Transfer
227016,FedEx,London,High,Not Returned,Credit Card
891267,FedEx,Berlin,Low,Not Returned,Bank Transfer
644447,FedEx,Rome,Low,Not Returned,paypall
597562,Royal Mail,Berlin,Low,Not Returned,paypall
802965,Royal Mail,London,High,Not Returned,Bank Transfer
483934,DHL,Paris,Low,Returned,Credit Card
992048,UPS,Berlin,Medium,Returned,Bank Transfer
965184,DHL,Amsterdam,High,Returned,Bank Transfer
417428,UPS,Amsterdam,Low,Not Returned,paypall
419187,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
790907,Royal Mail,Amsterdam,High,Not Returned,Bank Transfer
983439,UPS,Berlin,High,Not Returned,Credit Card
182844,UPS,Berlin,Low,Not Returned,Bank Transfer
651820,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
265421,FedEx,Berlin,Low,Not Returned,Bank Transfer
222402,Royal Mail,Amsterdam,Medium,Not Returned,paypall
218012,Royal Mail,London,High,Not Returned,Bank Transfer
538661,FedEx,Paris,Low,Returned,Bank Transfer
498929,DHL,Amsterdam,Low,Not Returned,paypall
680466,UPS,Paris,Medium,Not Returned,paypall
673695,UPS,London,Medium,Not Returned,Bank Transfer
563556,UPS,Rome,High,Not Returned,Credit Card
675278,FedEx,London,Medium,Not Returned,Bank Transfer
229473,UPS,Rome,Low,Not Returned,Bank Transfer
578007,UPS,Paris,Low,Not Returned,Bank Transfer
944573,Royal Mail,Berlin,Low,Not Returned,Bank Transfer
517009,Royal Mail,Paris,Low,Not Returned,Credit Card
418714,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
326156,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
268964,UPS,Amsterdam,High,Not Returned,paypall
625303,FedEx,Amsterdam,Low,Not Returned,paypall
161813,UPS,London,Medium,Not Returned,paypall
127712,UPS,Berlin,Medium,Not Returned,Bank Transfer
724785,Royal Mail,Berlin,High,Not Returned,Credit Card
867214,Royal Mail,Paris,High,Not Returned,Credit Card
212816,DHL,Amsterdam,Low,Not Returned,Bank Transfer
228778,Royal Mail,Berlin,Low,Not Returned,Bank Transfer
